trade_date,score,bollinger_up_distance_ratio,bollinger_down_distance_ratio,yesterday_noise,yesterday_range_ratio,target_ratio,today_open_price,current_price,current_high_price_ratio,current_low_price_ratio,current_btc_rate,result
2021-08-03,-41,6.66,24.7,0.85,5.15,-2.49,141.34,137.12,1.27,-2.99,-2.46,LONG
2021-08-05,59,9.44,23.17,0.63,5.48,2.72,138.47,142.42,2.85,-1.97,2.47,LONG
2021-08-05,-45,7.38,25.33,0.54,6.52,-3.07,142.6,137.78,0.69,-3.38,-3.49,LONG
2021-08-07,59,7.67,25.31,0.89,6.44,3.1,143.62,148.26,3.23,-1.11,2.27,SHORT
2021-08-07,59,5.78,26.98,0.52,6.45,3.04,148.05,152.99,3.34,-0.55,1.21,LONG
2021-08-08,31,2.4,30.39,0.15,6.36,-2.93,156.05,151.31,1.02,-3.04,-1.1,SHORT
2021-08-09,59,7.16,25.48,0.41,6.88,3.46,149.76,155.23,3.65,-2.93,4.87,LONG
2021-08-11,59,0.36,29.43,0.9,5.79,2.83,165.44,170.32,2.95,-0.6,0.38,LONG
2021-08-12,59,0.51,30.85,0.56,7.17,3.36,170.66,176.67,3.52,-0.09,0.64,SHORT
2021-08-13,59,3.85,27.4,0.73,11.2,5.46,165.44,175.09,5.83,-0.74,3.35,LONG
2021-08-15,31,0.14,34.05,0.95,5.79,-2.82,182.85,177.46,2.04,-2.95,-2.16,LONG
2021-08-17,3,1.22,34.26,0.83,6.41,-3.07,184.81,178.56,2.43,-3.38,-2.49,SHORT
2021-08-18,-35,6.45,30.68,0.47,6.99,-3.5,178.01,171.27,3.58,-3.79,-2.66,SHORT
2021-08-20,1,14.58,23.64,0.82,6.95,3.4,166.67,172.85,3.71,-2.23,3.84,LONG
2021-08-20,59,9.63,26.79,0.32,7.99,3.65,175.7,182.46,3.85,-0.73,3.27,LONG
2021-08-21,31,6.27,29.24,0.2,5.68,-2.64,183.7,178.35,0.53,-2.91,-2.06,LONG
2021-08-22,59,9.15,26.1,0.53,4.55,2.27,179.81,184.0,2.33,0.03,0.29,LONG
2021-08-24,3,6.08,25.26,0.86,4.48,-2.18,187.19,183.01,0.85,-2.23,-1.02,SHORT
2021-08-26,-59,10.14,16.17,0.57,5.76,-2.73,177.86,172.63,1.33,-2.94,-1.76,SHORT
2021-08-28,-15,15.68,8.82,0.34,8.68,4.4,167.73,175.47,4.61,-1.51,3.27,LONG
2021-08-29,59,8.45,8.43,0.9,3.31,1.63,175.79,178.78,1.7,-0.2,-0.13,SHORT
2021-08-30,-59,9.14,7.12,0.86,5.54,-2.71,174.45,169.54,0.45,-2.81,-2.43,SHORT
2021-08-31,-3,13.58,3.01,0.31,5.79,2.93,167.45,173.0,3.31,-1.02,1.49,SHORT
2021-09-01,55,10.77,5.32,0.57,5.88,2.79,171.68,176.77,2.96,-1.57,0.94,LONG
2021-09-03,59,3.57,10.56,0.71,4.73,2.28,183.57,188.06,2.45,-1.8,0.77,LONG
2021-09-05,59,3.18,27.15,0.94,7.82,3.78,212.23,220.73,4.01,-0.63,0.37,LONG
2021-09-06,31,6.55,36.27,0.09,10.49,-4.57,232.56,221.18,-0.37,-4.89,-1.06,SHORT
2021-09-07,-11,1.51,32.7,0.27,7.69,-3.91,219.55,210.06,1.05,-4.32,-2.38,SHORT
2021-09-10,-11,23.31,17.24,0.94,6.92,3.33,180.44,186.81,3.53,-0.56,1.16,SHORT
2021-09-11,-3,27.77,14.57,0.63,9.39,4.64,174.15,182.89,5.02,-0.39,1.84,SHORT
2021-09-13,19,24.46,16.98,0.66,7.44,3.5,178.59,185.34,3.78,-1.84,1.6,SHORT
2021-09-13,-59,21.25,19.16,0.59,6.2,-2.93,183.15,177.41,1.0,-3.13,-2.41,LONG
2021-09-16,49,21.32,18.6,0.71,7.13,3.38,183.13,189.95,3.72,-1.78,2.31,SHORT
2021-09-17,-21,17.5,20.12,0.5,6.65,-3.12,189.18,183.01,2.91,-3.26,-1.69,LONG
2021-09-17,-59,20.01,18.05,0.73,7.4,-3.64,185.33,178.29,2.67,-3.8,-1.01,LONG
2021-09-19,-59,22.59,15.59,0.84,4.44,-2.16,181.36,176.63,0.17,-2.61,-1.78,SHORT
2021-09-20,-59,26.31,12.16,0.39,5.14,-2.59,175.68,169.15,0.08,-3.72,-1.89,SHORT
2021-09-22,-59,41.98,3.6,0.18,12.88,-6.71,157.22,145.86,3.12,-7.23,-7.23,LONG
2021-09-22,-31,51.93,1.69,0.51,11.39,5.69,148.46,158.45,6.73,-2.02,4.42,LONG
2021-09-24,-31,35.64,13.16,0.7,4.91,-2.36,163.77,159.74,1.29,-2.46,-1.68,SHORT
2021-09-26,-59,37.66,5.5,0.85,4.96,-2.44,150.83,146.84,0.44,-2.65,-1.42,LONG
2021-09-29,-31,42.2,2.8,0.5,6.29,3.15,140.35,144.92,3.26,-0.33,3.2,SHORT
2021-09-30,23,37.47,7.67,0.6,7.62,3.57,144.66,150.08,3.75,-0.59,4.42,LONG
2021-10-01,49,29.31,13.67,0.2,7.4,3.37,153.19,158.67,3.58,-1.24,2.11,LONG
2021-10-04,59,15.49,21.46,0.68,5.0,2.4,168.87,173.12,2.52,-1.69,2.71,SHORT
2021-10-04,17,13.69,22.09,0.82,5.52,-2.66,170.54,165.73,0.13,-2.82,-1.51,LONG
2021-10-05,59,14.43,20.36,0.69,5.66,2.8,167.57,172.43,2.9,-0.46,1.96,LONG
2021-10-06,-11,8.54,22.43,0.3,5.36,-2.52,173.92,168.82,1.05,-2.93,-0.66,LONG
2021-10-09,59,5.67,22.6,0.72,5.19,2.56,176.08,181.37,3.0,-0.68,1.76,SHORT
2021-10-11,-23,3.78,24.54,0.54,4.93,-2.35,180.08,175.01,2.22,-2.82,-0.26,SHORT
2021-10-11,59,7.81,22.06,0.49,5.76,2.88,174.72,179.97,3.0,-0.88,3.59,SHORT
2021-10-12,-45,6.1,23.23,0.68,7.81,-3.67,179.15,172.19,-0.07,-3.89,-1.33,LONG
2021-10-14,59,10.58,20.17,0.5,7.22,3.61,172.65,179.42,3.92,-2.75,2.47,SHORT
2021-10-15,59,8.15,22.45,0.58,7.03,3.3,177.78,184.12,3.57,-0.36,-0.29,SHORT
2021-10-16,59,6.86,23.36,0.62,5.59,2.67,181.52,187.62,3.36,-2.46,4.6,LONG
2021-10-18,3,6.51,23.57,0.52,4.13,-2.06,186.15,182.03,1.14,-2.21,-1.84,LONG
2021-10-19,59,5.68,17.77,0.8,4.99,2.41,185.72,190.42,2.53,-0.47,1.59,SHORT
2021-10-20,59,2.87,15.76,0.64,4.72,2.27,188.88,193.28,2.33,-1.58,0.02,LONG
2021-10-24,-35,3.18,16.48,0.42,4.78,-2.27,196.43,191.36,1.71,-2.58,-2.09,SHORT
2021-10-26,-43,4.05,14.32,0.34,4.1,-1.96,195.65,191.67,1.02,-2.03,-1.72,LONG
2021-10-27,59,3.67,14.97,0.78,4.66,2.25,197.73,202.48,2.4,-0.39,0.71,SHORT
2021-10-30,-23,4.66,13.53,0.34,5.53,-2.6,196.84,191.31,0.15,-2.81,-1.9,SHORT
2021-11-02,59,7.14,9.72,0.82,4.59,2.23,192.02,196.48,2.32,-1.97,0.28,LONG
2021-11-03,59,3.79,10.85,0.58,7.11,3.34,197.77,205.23,3.77,-1.2,4.13,SHORT
2021-11-03,59,2.31,11.42,0.67,5.06,2.43,201.12,206.58,2.71,-1.22,-0.37,LONG
2021-11-04,17,0.16,13.86,0.47,6.0,-2.82,207.47,201.4,-0.02,-2.93,-1.43,LONG
2021-11-06,-29,3.02,11.82,0.59,5.5,-2.74,202.83,197.1,0.24,-2.83,-0.91,LONG
2021-11-06,-49,5.18,9.64,0.43,3.32,-1.66,198.98,195.51,1.14,-1.74,-0.37,LONG
2021-11-08,59,3.6,9.75,0.13,2.64,1.28,202.28,204.92,1.31,0.21,2.78,LONG
2021-11-09,59,5.04,22.19,0.03,13.8,5.74,229.3,243.88,6.36,-0.85,-0.01,LONG
2021-11-10,59,10.24,36.72,0.31,21.07,8.43,262.45,286.76,9.26,-2.81,-0.3,SHORT
2021-11-12,59,1.69,40.08,0.91,9.02,4.28,262.37,275.0,4.81,-0.33,0.47,SHORT
2021-11-15,59,4.91,39.14,0.66,7.55,3.55,257.81,267.48,3.75,-3.31,-0.67,LONG
2021-11-16,31,0.52,44.69,0.31,12.18,-5.32,279.64,263.39,0.64,-5.81,-2.31,SHORT
2021-11-16,-35,8.99,40.84,0.26,8.04,-4.1,263.03,249.39,-0.06,-5.19,-2.67,SHORT
2021-11-18,-59,24.59,28.12,0.97,7.62,-3.68,229.74,220.83,1.14,-3.88,-0.99,SHORT
2021-11-22,-59,28.16,20.07,0.53,5.03,-2.51,221.39,215.5,-0.09,-2.66,-1.41,SHORT
2021-11-24,-59,30.84,17.14,0.47,6.59,-3.08,216.35,209.11,0.63,-3.35,-2.49,LONG
2021-11-25,29,33.08,14.92,0.66,5.44,2.7,212.37,218.46,2.87,-0.67,1.47,LONG
2021-11-26,-59,26.2,17.54,0.43,9.02,-4.11,223.2,213.59,0.64,-4.31,-3.05,SHORT
2021-11-28,-59,44.84,6.59,0.95,5.35,-2.61,195.09,189.31,0.03,-2.96,-1.18,LONG
2021-11-30,23,41.96,10.45,0.75,9.24,4.32,199.48,209.0,4.77,-2.08,2.38,SHORT
2021-11-30,-59,35.88,13.97,0.58,7.28,-3.41,205.55,198.24,1.7,-3.56,-2.92,LONG
2021-12-02,-53,29.19,15.78,0.94,6.1,-2.95,208.78,202.15,0.64,-3.18,-1.8,LONG
2021-12-04,-59,30.73,14.16,0.48,4.9,-2.45,203.52,198.29,2.09,-2.57,-1.13,SHORT
2021-12-04,-59,38.98,8.16,0.48,14.83,-7.43,187.93,172.76,0.64,-8.07,-4.81,SHORT
2021-12-06,-59,56.82,6.42,0.62,10.53,-5.2,156.29,147.25,-0.38,-5.78,-2.67,LONG
2021-12-08,-3,50.08,4.21,0.93,4.75,2.31,161.76,165.66,2.41,-1.38,-0.13,SHORT
2021-12-09,-59,47.41,8.75,0.77,8.8,-4.13,165.01,157.88,1.18,-4.32,-2.99,SHORT
2021-12-10,-3,60.79,4.67,0.13,9.63,4.99,151.15,159.62,5.6,-1.28,4.87,SHORT
2021-12-11,-31,62.3,6.33,0.76,8.2,4.02,148.17,154.6,4.34,-1.65,3.15,LONG
2021-12-13,-59,47.72,16.09,0.91,6.16,-2.97,158.84,153.73,0.55,-3.22,-2.69,SHORT
2021-12-16,-59,51.68,15.65,0.37,6.31,-2.95,150.2,145.63,1.48,-3.04,-2.41,LONG
2021-12-17,-59,46.64,16.22,0.42,5.37,-2.69,148.8,144.62,0.92,-2.81,-1.73,SHORT
2021-12-18,-17,49.93,15.27,0.47,6.17,3.09,143.93,148.57,3.22,-0.72,0.97,SHORT
2021-12-19,45,42.53,18.61,0.39,5.29,2.5,148.56,152.81,2.86,-0.71,0.81,LONG
2021-12-20,-59,34.1,20.43,0.65,9.14,-4.24,153.24,146.36,2.66,-4.49,-1.74,LONG
2021-12-23,59,20.8,16.27,0.71,4.83,2.33,154.73,158.56,2.48,-1.01,-0.16,SHORT
2021-12-24,59,12.69,12.03,0.92,4.69,2.28,155.31,159.05,2.41,-1.33,1.19,LONG
2021-12-26,-29,5.83,9.95,0.45,3.82,-1.91,157.87,154.71,0.26,-2.0,-1.14,LONG
2021-12-27,31,6.84,8.67,0.61,3.39,1.69,155.77,158.6,1.82,-0.73,0.42,SHORT
2021-12-28,-59,6.26,8.62,0.98,4.4,-2.15,155.89,152.42,-0.01,-2.35,-0.39,SHORT
2021-12-30,-17,12.88,2.86,0.99,4.79,2.34,145.51,149.34,2.63,-1.92,2.65,SHORT
